Id, Ts, Ts_act, P_act(6), J_act(6), mts, ack, mutex1, mutex2, mutex3, cmd_id, cmd_ts, cmd_params(10), process(24), cmd_status(4)
8947, 1746.47, 0, 267.523, 367.973, 651.343, -179.999, -0.00579709, -126.169, 0.94217, 0.29407, -0.172907, -1.67191e-05, 1.44973, 0.00264431, 0, 1746.35, 0, 0, 0, 123, 1746.36,0,7,1746.35,0,0,0,0,0,0,0,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.607,32,32,0,7,1746.35,1,2
8948, 1746.48, 0, 275.267, 362.177, 659.063, -179.999, -0.0111766, -128.09, 0.920906, 0.294204, -0.194918, -1.67191e-05, 1.47171, 0.0149085, 0, 1746.35, 0, 0, 0, 123, 1746.36,0,7,1746.35,0,0,0,0,0,0,0,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.607,32,32,0,7,1746.35,1,2
8949, 1746.5, 0, 281.316, 357.298, 665.232, -179.999, -0.0190668, -129.632, 0.903823, 0.294294, -0.212492, -1.67191e-05, 1.48933, 0.0247355, 0, 1746.35, 0, 0, 0, 123, 1746.36,0,7,1746.35,0,0,0,0,0,0,0,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.607,32,32,0,7,1746.35,1,2
8950, 1746.51, 0, 285.875, 353.409, 669.971, -179.998, -0.0258566, -130.818, 0.890651, 0.294362, -0.226001, -1.67191e-05, 1.50289, 0.0322597, 0, 1746.35, 0, 0, 0, 123, 1746.36,0,7,1746.35,0,0,0,0,0,0,0,32,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.607,32,32,0,7,1746.35,1,2
8951, 1746.52, 0, 289.165, 350.486, 673.428, -179.998, -0.0285879, -131.689, 0.880976, 0.294407, -0.235853, -2.04788e-05, 1.51274, 0.0377859, 0, 1746.35, 0, 0, 0, 123, 1746.36,0,7,1746.35,0,0,0,0,0,0,0,32,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.607,32,32,0,7,1746.35,1,2
8952, 1746.53, 0, 291.35, 348.461, 675.766, -179.998, -0.0284344, -132.273, 0.874428, 0.294369, -0.242431, -2.04788e-05, 1.51936, 0.0414368, 0, 1746.35, 0, 0, 0, 123, 1746.36,0,7,1746.35,0,0,0,0,0,0,0,32,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.607,32,32,0,7,1746.35,1,2
8953, 1746.54, 0, 292.681, 347.202, 677.179, -179.998, -0.0280991, -132.629, 0.870401, 0.294333, -0.246392, -1.67191e-05, 1.52335, 0.0436284, 0, 1746.35, 0, 0, 0, 123, 1746.36,0,7,1746.35,0,0,0,0,0,0,0,32,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.607,32,32,0,7,1746.35,1,2
8954, 1746.56, 0, 293.377, 346.525, 677.92, -179.998, -0.0230534, -132.813, 0.868268, 0.294269, -0.248409, -1.67191e-05, 1.52534, 0.0446946, 0, 1746.35, 0, 0, 0, 123, 1746.36,0,7,1746.35,0,0,0,0,0,0,0,32,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.607,32,32,0,7,1746.35,1,2
8955, 1746.57, 0, 293.701, 346.21, 678.219, -179.998, -0.0197485, -132.892, 0.867275, 0.294226, -0.249202, -1.67191e-05, 1.52612, 0.0450896, 0, 1746.35, 0, 0, 0, 123, 1746.36,0,7,1746.35,0,0,0,0,0,0,0,32,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.607,32,32,0,7,1746.35,1,2
8956, 1746.58, 0, 25.0088, 622.181, 469.04, -0.277771, -0.084819, 47.0823, 0.866897, 0.29421, -0.249401, -1.67191e-05, 1.52629, 0.0452027, 0, 1746.35, 0, 0, 0, 123, 1746.36,0,7,1746.35,0,0,0,0,0,0,0,32,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.607,32,32,0,7,1746.35,1,2
